source,public_time,content,topic,sensitive_word,theme,id,up_num,retweet_num,comment_num,nickname,sex,province,following,followed,publish_place,publish_tool
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=2,2021-01-04 20:37,"娇艳baffle:#扫黑除恶,打击黑恶势力保护伞##扫黑除恶举报平台##举报中心提醒##深圳爆料##扫黑除恶#@深圳微博发布厅 深圳市府委415两死一伤惨案发生在闹市你们不思过？ 公安消防失职渎职，给你们市府市委信访办访信不敢回，人民网新浪官微不敢回应，无视党纪国法，作为政府的代言办事机构，你们初心何在？特朗普的政府？@广东检察 扫除深圳市府黑恶势力  扫黑除恶重点整治这些不法行为 http://t.cn/A6412Hip 原图 ",扫黑除恶,   特朗普,扫黑除恶,JBEFosMPb,0,0,0,娇艳baffle,女,内蒙古,1343,1435,无,学习强国客户端
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=2,2021-01-04 20:35,月隐寒霜:#特朗普称将举行大型集会阻止拜登当选# 美国新一届国会将于一月六日召开联合会议，正式清点选举人票，并宣布二〇二〇#美国大选#获胜者。为阻止国会正式认证民主党人拜登当选，特朗普近日称，将于当地时间一月六日在华盛顿举行大型抗议集会。目前已有数万名报名者。此举遭到华盛顿警方和美国疾控中心强烈反对。我认为我之前就说过，特朗普绝不会认输，他肯定会搞一个大动作，果然特朗普马上就要搞大型集会了，如此一来，十几万人四处流动，将会造成数百万级的群体感染，更会使得美国疫情进一步扩大，美国疾控中心肯定反对这样的行为，但若是特朗普不愿意妥协，到那时必然会出现不小的骚乱，现在就看拜登如何处理这个事情，美国国会估计也会采取一定措施，但美国民众未必会买账。 ,美国大选,   特朗普,美国大选,JBEETaJC0,0,0,0,月隐寒霜,男,其他,1072,82133,无,射學Android
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=2,2021-01-04 20:35,欧阳中壹:#北美身边事#2021年的美国洛杉矶市中心，破败、贫穷、饥饿，美国政客什么时候才能重视他们本国的人权？#数百人不戴口罩参加特朗普跨年派对##吃瓜美利坚# 帝吧官微的微博视频 #天下[超话]##好设计共欣赏# 阿坝·牟尼沟风景区  显示地图 ,好设计共欣赏,   特朗普,好设计共欣赏,JBEEHE98G,1,0,1,欧阳中壹,男,四川,932,36387,#好设计共欣赏#,HUAWEI Mate30 Pro 5G
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=2,2021-01-04 20:33,直通屏山:【#美国10位前防长联名警告军方#：不要采取任何行动破坏选举结果】为回应美国各界对近期可能出现军事行动干预政治过渡的担忧，马克·埃斯珀、詹姆斯·马蒂斯等10位美国前国防部长在《华盛顿邮报》联名发文，警告美军方不应在决定美国大选结果方面扮演任何角色，并呼吁特朗普政府的代理国防部长米勒以及官员 “不要采取任何破坏选举结果或阻碍白宫新团队的政治行动”。 @央视军事 http://t.cn/A6quQEzy ,美国10位前防长联名警告军方,   特朗普,美国10位前防长联名警告军方,JBEDLsDAU,0,0,0,直通屏山,女,福建,602,45492,无,360安全浏览器
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=2,2021-01-04 20:32,"娇艳baffle:#扫黑除恶,打击黑恶势力保护伞##扫黑除恶举报平台##举报中心提醒##深圳爆料##扫黑除恶#@深圳微博发布厅 深圳市府委415两死一伤惨案发生在闹市你们不思过？ 公安消防失职渎职，给你们市府市委信访办访信不敢回，人民网新浪官微不敢回应，无视党纪国法，作为政府的代言办事机构，你们初心何在？特朗普的政府？@广东检察 扫除深圳市府黑恶势力  扫黑除恶专项斗争深入开展 安徽抓获涉黑涉恶犯罪嫌疑人18773人 http://t.cn/A6qfI5kB [组图共3张] 原图 ",扫黑除恶,   特朗普,扫黑除恶,JBEDCgSUv,0,0,0,娇艳baffle,女,内蒙古,1343,1435,无,学习强国客户端
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=2,2021-01-04 20:31,快活林杂谈:#腾讯新闻# 美国大选出现巨大变数！情况突然开始有利特朗普，成败在此一举。美国的民主党也不是吃素的！美国大选出现巨大变数！情况突然开始有利特朗普，成败在此一举 来自@腾讯新闻  原图 ,腾讯新闻,   特朗普,腾讯新闻,JBEDkzbpT,0,0,0,快活林杂谈,男,河南,623,10165,无,腾讯新闻客户端
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:29,披金斩油一逸风:#外汇黄金原油# #国际黄金原油#  今天除了美元外，全球市场迎来“开门红”，现货黄金突破1930美元/盎司关口，续刷11月9日以来高位。本周美国过会将统计各州选举人团票结果，特朗普阵营预计将发起最后一轮攻势;另一方面，全球疫情不断恶化也令市场避险升温，支撑金价。  ,国际黄金原油,   特朗普,国际黄金原油,JBEChjiJh,0,0,0,披金斩油一逸风,男,福建,595,30335,无,微博 weibo.com
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:28,小警之家:大批特朗普支持者正在进军华盛顿！  原图 ,,   特朗普,,JBEC3DcVs,10,0,3,小警之家,男,北京,709,51084,无,iPad Pro
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:27,蝶儿的背囊:特朗普突然返回华盛顿，武装人员现身白宫，武装夺权或将出现。大嘴疯子。#美国大选# 蝶儿的背囊的微博视频  ,美国大选,   特朗普,美国大选,JBEBN6yaf,1,0,0,蝶儿的背囊,女,辽宁,2209,41247,无,红米Redmi
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:27,正人力天:【特朗普称美国新冠死亡病例数被夸大，福奇忍不了：不信去医院看】石家庄疫情 当地时间1月3日，特朗普在社交平台上称，由于CDC测定方法荒谬，美国新冠肺炎死亡病例数被“夸大”。传染病专家福奇在接受媒体采访时驳斥了这一说法，他还表示，此前“没有想到”美国累计死亡病例会超35万例。http://t.cn/A6qu0DMp  ,,   特朗普,,JBEBM07VW,1,0,0,正人力天,男,陕西,117,63967,无,iPhone XS Max
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:27,茶馆论道:【#在世的10位美国前国防部长联名发文#】1月4日，美国全部在世的前国防部长在华盛顿邮报上发表联名文章，强调除了美国内战以外，无论党争、战乱、疾病还是经济萧条，美国政府的权力自1789年以来都是和平更替。这是”美国民主的标杆”，让军队介入选举和权力过渡将会让美国军队陷入“危险、非法、违宪”的境况中。但是，#特朗普#的支持者早就宣称希望动用军队来干预选举，而且五角大楼也已暂停与拜登过渡团队之间的过渡工作。今年，美国的这个“标杆”是否还能顺利竖起来呢？#美国大选# [组图共3张] 原图 ,美国大选,   特朗普,美国大选,JBEBAqf33,3,0,0,茶馆论道,男,北京,50,611242,无,微博 weibo.com
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:26,吉兰丹燕农:蹭个热度老威廉说如果徐锦江发现了，会不会找我们麻烦我说被他发现的几率等同于我追求特朗普一百八十竿子都打不到的事哇#聚划算百亿补贴#  原图 ,聚划算百亿补贴,   特朗普,聚划算百亿补贴,JBEBeApUe,0,0,0,吉兰丹燕农,女,海外,515,20683,无,nova 5i Pro
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:26,"娇艳baffle:#扫黑除恶,打击黑恶势力保护伞##扫黑除恶举报平台##举报中心提醒##深圳爆料##扫黑除恶#@深圳微博发布厅 深圳市府委415两死一伤惨案发生在闹市你们不思过？ 公安消防失职渎职，给你们市府市委信访办访信不敢回，人民网新浪官微不敢回应，无视党纪国法，作为政府的代言办事机构，你们初心何在？特朗普的政府？@广东检察 扫除深圳市府黑恶势力  每日名胜|重庆·云阳龙缸景区 http://t.cn/A6bkpp5V 原图 ",扫黑除恶,   特朗普,扫黑除恶,JBEBeAq8y,0,0,0,娇艳baffle,女,内蒙古,1343,1435,无,学习强国客户端
https://weibo.cn/search/mblog?hideSearchFrame=&keyword=+++%E7%89%B9%E6%9C%97%E6%99%AE&advancedfilter=1&starttime=2020-12-05-12&endtime=2021-01-03-13&sort=time&page=3,2021-01-04 20:26,英雄豪杰锦上添花:输掉大选的原因终于找到了？特朗普痛斥女婿库什纳：你害了我 http://t.cn/A6q3GUkl  原图 ,,   特朗普,,JBEB6BI7U,0,0,0,英雄豪杰锦上添花,男,四川,5123,3012,无,vivo浏览器
